"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+","state"
"04021",2108,224,520,1364,1129,90,255,783,979,134,265,580,1661,128,378,1155,901,52,184,664,761,76,194,491,64,10,21,33,35,4,12,19,29,6,9,15,47,11,19,17,21,5,8,8,25,6,11,8,23,5,6,11,9,,,6,13,4,4,5,276,67,86,122,135,28,40,67,140,40,45,55,37,3,10,26,28,,,19,11,2,2,6,"04"
"04023",188,23,50,115,99,10,23,66,89,13,27,48,71,3,15,53,42,,,32,29,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,19,35,60,56,8,14,34,58,11,20,27,,,,,,,,,,,,,"04"
"04025",1762,103,419,1240,928,37,205,686,834,66,214,553,1587,75,371,1141,837,26,182,629,750,49,189,512,7,,,5,4,,,,,,,,17,,,10,10,,,7,7,,,3,10,,,6,5,,,,5,,,,101,18,29,53,47,7,13,26,54,11,16,27,40,,,25,25,,,,,,,,"04"
"04027",946,108,231,608,508,38,117,353,438,70,113,255,550,32,96,422,309,12,49,249,241,19,48,174,14,,,6,10,,,4,4,,,,10,,,5,3,,,,6,,,,5,,,,,,,,4,,,,363,71,123,169,181,24,62,95,182,47,61,74,4,,,,,,,,1,,,,"04"
"05001",128,11,47,71,71,4,26,41,57,7,20,30,98,7,32,59,55,,,34,43,4,14,25,28,,,12,15,,,7,13,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05003",136,11,40,85,77,4,22,50,59,7,17,35,97,7,25,65,57,,,39,40,4,10,26,36,4,13,18,19,,,10,17,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05005",379,21,91,267,206,8,46,152,173,12,46,115,372,20,89,263,203,8,44,150,169,12,45,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05007",1226,178,368,680,615,70,180,365,611,109,187,315,1101,141,324,637,554,56,157,341,548,85,167,296,15,4,5,6,7,,,,7,,,,18,4,5,8,8,,,4,10,,,4,15,7,4,4,6,,,,9,4,2,,55,18,19,18,27,8,9,10,28,11,9,8,22,4,11,7,13,,,,9,,,,"05"
"05009",254,23,72,159,130,8,34,88,124,15,38,71,248,21,70,157,126,7,33,86,122,14,37,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05011",69,6,21,41,35,,,23,33,3,12,19,44,,,28,22,,,15,22,,,13,21,,,12,12,,,7,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05013",38,3,11,24,20,,,13,18,,,11,29,,,19,16,,,11,14,,,9,8,,,4,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05015",190,14,62,114,107,5,33,69,83,10,28,45,177,12,57,108,100,4,31,65,77,8,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05017",70,5,23,42,38,,,25,32,4,11,16,32,,,22,17,,,13,15,,,9,35,3,14,19,20,,,12,16,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05019",132,12,44,76,76,4,25,47,56,8,19,29,100,9,30,61,57,3,16,38,43,6,15,22,29,,,14,18,,,8,12,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05021",112,9,30,73,60,4,15,40,53,5,14,33,111,9,29,72,59,4,15,40,52,5,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05023",215,17,58,140,120,6,30,84,95,11,29,56,209,16,56,137,117,5,29,83,92,11,27,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05025",58,4,17,37,34,,,23,24,3,7,14,51,4,13,33,31,,,22,20,,,12,6,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05027",109,13,33,64,60,5,18,37,49,8,14,27,68,7,18,43,38,3,10,24,30,4,8,19,39,5,15,19,21,,,11,18,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05029",137,11,45,81,73,5,25,43,64,7,19,38,116,10,38,68,60,4,21,35,56,6,17,33,17,,,11,10,,,6,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05031",563,80,171,312,287,27,88,173,276,53,83,140,504,63,147,293,260,21,75,164,243,41,73,129,47,12,20,15,20,3,11,7,27,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,8,3,3,,4,,,,4,,,,,,,,,,,,,,,,"05"
"05033",364,39,118,207,195,14,65,117,168,25,53,90,337,33,110,193,180,12,60,108,156,21,50,85,4,,,,,,,,,,,,12,,,6,7,,,4,5,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,"05"
"05035",249,29,88,131,125,8,48,69,124,21,41,62,129,12,41,76,68,4,24,40,62,9,17,36,106,14,44,48,51,3,23,25,55,11,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05037",111,12,33,66,57,5,18,34,54,7,15,32,89,10,24,55,44,4,12,28,45,6,12,27,20,,,11,12,,,6,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05039",52,4,16,32,27,,,17,25,,,14,29,,,20,15,,,11,14,,,9,23,,,11,12,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05041",83,8,25,50,47,,,30,36,6,10,20,42,4,9,29,24,,,18,18,,,11,40,4,15,21,22,,,12,18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05043",124,11,39,74,73,5,21,46,51,6,17,27,94,8,27,60,56,3,15,38,38,5,12,22,27,,,13,15,,,8,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05045",593,80,188,326,312,29,98,185,282,51,90,141,526,66,161,299,278,25,84,169,248,41,77,130,46,9,20,17,23,,,10,23,6,10,7,4,,,,,,,,,,,,5,,,,,,,,4,,,,7,,,,3,,,,3,,,,5,,,,,,,,,,,,"05"
"05047",115,12,37,66,60,5,19,36,55,7,18,30,112,11,36,65,59,5,19,35,54,7,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05049",94,8,24,61,59,3,16,40,35,4,9,22,92,8,24,60,58,3,16,39,34,4,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05051",735,62,205,468,409,23,110,276,326,39,95,192,659,50,179,430,366,18,96,252,294,31,84,178,48,6,16,26,30,,,18,18,4,6,8,6,,,3,3,,,,,,,,5,,,,,,,,3,,,,10,4,3,,5,,,,6,,,,7,,,,,,,,,,,,"05"
"05053",120,11,42,67,65,4,22,39,55,7,20,28,114,10,40,65,62,4,20,38,52,7,18,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05055",264,32,79,152,143,11,44,88,120,21,35,64,260,31,78,151,141,11,43,87,119,20,35,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05057",111,10,36,65,59,3,19,37,52,7,17,28,75,7,19,48,40,,,27,35,4,10,21,30,,,15,17,,,9,14,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05059",226,24,71,131,124,12,39,73,102,12,32,58,199,21,61,117,108,10,33,65,91,11,28,52,22,,,13,13,,,7,9,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05061",62,8,21,33,30,,,17,31,5,11,16,46,6,14,26,24,,,15,22,3,8,11,13,,,6,5,,,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05063",221,23,64,134,113,9,35,70,107,15,29,64,209,21,61,127,106,8,33,66,103,13,28,62,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05065",93,7,25,61,55,,,39,38,4,11,23,90,6,24,59,53,,,37,37,4,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05067",107,13,30,64,56,6,14,35,51,7,16,28,92,10,25,57,48,4,12,32,44,6,13,25,12,,,6,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05069",482,49,175,258,264,24,96,144,218,26,78,114,242,23,73,146,134,10,40,84,108,14,32,62,230,23,98,109,125,12,54,59,104,11,44,50,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05071",154,17,44,92,82,5,25,53,71,12,20,40,143,15,41,87,77,5,22,50,66,10,19,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05073",48,3,16,29,28,,,17,20,,,12,31,,,21,17,,,12,14,,,9,15,,,7,9,,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05075",136,13,42,81,74,6,23,45,62,7,19,36,133,13,40,80,72,6,22,45,61,7,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05077",57,5,16,36,30,,,19,27,,,16,26,,,17,14,,,9,12,,,8,28,,,17,15,,,9,14,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05079",65,6,19,40,38,3,12,23,27,,,17,48,4,14,30,28,,,18,20,,,12,15,,,9,9,,,5,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05081",76,6,26,44,41,,,25,36,4,12,19,62,5,21,36,32,,,21,30,3,11,16,11,,,6,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05083",153,14,47,92,82,5,25,52,71,9,22,40,147,13,44,91,78,4,23,51,69,8,21,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05085",402,55,126,221,216,21,70,125,185,34,56,95,365,50,113,202,197,19,63,115,168,30,51,87,26,,,13,15,,,8,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05087",93,10,30,54,50,4,17,29,43,6,12,25,87,9,27,51,48,3,17,28,39,5,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05089",138,7,40,91,78,,,55,60,5,18,37,136,7,38,90,77,,,54,59,4,19,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05091",223,27,75,121,108,9,38,61,115,18,37,60,170,20,53,97,84,6,29,50,86,14,25,47,45,6,18,22,20,,,10,25,4,9,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05093",238,28,88,123,129,11,50,68,110,16,39,55,163,17,54,92,89,8,30,51,74,9,24,41,71,9,33,29,38,,,16,33,7,13,13,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05095",57,4,20,33,34,,,20,23,,,13,34,,,20,20,,,11,14,,,8,22,,,13,13,,,8,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05097",65,5,21,39,35,,,22,30,3,10,18,63,4,21,38,34,,,21,30,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05099",54,4,16,34,31,,,19,23,,,15,38,,,25,22,,,13,16,,,12,16,,,9,9,,,5,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05101",55,4,13,38,29,,,20,25,,,18,53,4,13,37,29,,,19,25,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05103",170,16,55,99,93,6,31,56,77,10,25,42,107,11,33,64,58,4,18,35,50,7,14,28,59,5,22,33,33,,,19,26,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05105",63,7,17,39,35,3,9,23,28,3,10,16,61,6,17,38,34,3,8,23,27,3,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05107",111,8,36,67,61,4,18,39,50,4,18,28,51,,,33,28,,,20,24,,,14,58,5,20,32,31,,,18,26,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05109",64,6,19,39,36,,,24,28,4,9,15,61,6,17,37,35,,,23,26,4,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05111",172,16,58,98,94,6,34,55,78,10,24,43,156,14,51,92,85,6,28,51,72,9,22,41,13,,,6,8,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05113",136,10,36,90,80,4,20,56,56,6,16,34,131,8,35,88,77,,,54,54,5,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05115",354,34,107,213,192,10,61,121,162,24,47,91,332,30,99,203,181,9,56,116,151,22,42,87,7,,,3,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,3,,,,4,,,,,,,,,,,,,,,,"05"
"05117",59,4,21,33,33,,,19,25,,,14,52,4,17,31,30,,,18,22,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05119",2178,261,706,1211,1121,96,373,651,1057,164,333,560,1432,139,412,881,749,53,217,480,683,86,195,401,655,96,268,291,331,34,145,153,324,62,124,138,9,,,6,4,,,,5,,,,32,9,8,14,12,,,6,20,6,5,9,35,13,10,12,14,5,5,5,21,8,5,7,15,,,7,11,,,,4,,,,"05"
"05121",127,11,36,80,72,5,22,45,55,6,14,35,125,11,36,78,71,5,21,44,54,6,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05123",132,13,43,76,74,7,25,42,58,6,18,34,71,6,21,44,41,3,13,25,30,,,20,56,6,21,29,30,,,16,25,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05125",729,83,211,434,391,35,111,245,337,48,100,189,673,69,193,411,366,28,105,233,307,41,89,178,34,8,13,13,17,4,5,7,17,4,8,5,,,,,,,,,,,,,4,,,,,,,,,,,,11,,,6,5,,,,6,,,,,,,,,,,,,,,,"05"
"05127",67,5,24,38,35,,,23,32,4,13,16,64,4,23,37,32,,,21,31,3,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05129",70,5,22,43,37,,,23,33,3,10,20,68,5,22,41,36,,,22,32,3,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05131",712,90,232,390,363,37,124,201,349,52,109,188,605,66,189,350,309,29,100,180,295,37,88,170,39,6,16,17,21,,,10,18,4,6,7,19,4,7,8,9,,,4,10,,,4,18,4,7,6,7,,,,11,,,4,26,8,10,8,14,3,5,5,12,4,5,,5,2,3,1,3,,,,3,,,,"05"
"05133",64,10,19,35,32,4,11,17,32,6,9,18,53,6,16,31,25,,,15,28,4,8,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,"05"
"05135",151,13,40,98,82,4,21,56,69,9,19,41,148,13,39,96,80,4,21,55,68,9,18,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05137",94,5,27,62,56,,,38,38,,,23,92,5,26,61,55,,,38,38,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05139",253,25,86,143,136,11,48,77,117,13,39,65,170,15,52,104,90,7,27,56,80,8,24,48,77,9,32,36,42,4,18,20,35,5,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05141",139,10,37,92,76,4,20,52,63,7,16,40,135,10,35,90,74,4,19,51,62,7,16,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05143",933,140,295,498,472,55,148,270,461,85,147,228,828,107,257,464,421,44,128,249,407,63,129,215,17,3,8,6,8,,,3,8,,,,12,3,4,5,5,,,,7,,,,16,7,6,,5,,,,10,5,4,,42,16,14,12,21,6,7,8,21,10,6,5,18,4,6,,12,,,,8,,,,"05"
"05145",466,53,146,267,227,18,67,142,239,36,78,125,441,49,139,252,214,16,64,134,226,33,75,118,15,,,8,8,,,5,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05147",53,7,12,34,27,,,18,26,4,6,16,41,6,8,27,20,,,13,22,3,5,14,10,,,6,7,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05"
"05149",117,12,35,70,62,5,18,39,55,7,17,31,109,10,32,67,57,4,16,37,52,6,16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"05"
"06001",6890,987,2148,3755,3301,358,1026,1918,3588,629,1122,1837,3267,342,947,1978,1620,129,474,1018,1646,213,473,960,930,101,331,498,462,41,173,248,468,60,158,250,26,5,10,11,14,,,6,12,,,5,1675,315,532,828,715,95,208,412,960,221,323,416,852,200,286,366,394,79,135,179,458,121,151,186,140,24,42,74,96,,,55,44,,,20,"06"
"06003",4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06"
"06005",303,18,80,205,173,9,46,119,130,9,34,87,259,14,62,183,145,6,35,105,114,8,28,78,5,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,21,,,10,13,,,7,8,,,,,,,,,,,,,,,,"06"
"06007",1347,138,380,829,692,54,193,445,655,85,186,384,1144,100,309,735,588,40,156,392,556,60,153,344,17,,,8,13,,,7,5,,,,25,5,9,11,11,,,5,14,3,5,6,28,7,9,12,12,,,6,16,5,5,6,93,19,33,41,46,7,17,22,47,11,17,20,40,,,22,22,,,13,17,,,,"06"
"06009",327,22,76,229,179,8,38,133,148,13,40,96,287,16,67,205,158,6,33,119,129,10,33,86,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,21,5,5,11,10,,,6,11,,,5,,,,,,,,,,,,,"06"
"06011",94,14,28,52,47,5,15,27,47,9,13,25,61,4,17,40,30,,,21,30,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,10,8,9,13,4,5,4,14,6,3,5,,,,,,,,,,,,,"06"
"06013",5645,729,1671,3245,2739,266,797,1676,2906,462,875,1568,3504,323,963,2218,1747,123,477,1146,1757,200,485,1072,502,60,182,260,230,21,86,123,272,39,96,137,17,,,7,7,,,,10,,,4,751,141,231,378,314,43,84,187,437,97,148,192,714,180,235,299,326,69,106,151,388,112,127,148,157,,,83,115,,,,42,,,15,"06"
"06015",127,12,41,74,67,6,21,40,60,6,19,34,103,7,31,64,54,3,16,35,49,4,16,29,,,,,,,,,,,,,9,,,5,4,,,,5,,,,,,,,,,,,,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,"06"
"06017",1187,108,346,734,623,38,172,413,564,69,174,321,1048,85,297,666,557,31,150,376,491,55,146,290,8,,,4,4,,,,4,,,,10,,,5,4,,,,5,,,,31,4,12,15,12,,,7,19,,,8,70,14,22,34,32,4,11,18,37,9,12,16,20,,,10,14,,,,8,,,,"06"
"06019",3754,562,1154,2038,1874,219,567,1088,1881,344,587,950,1892,165,529,1198,965,70,268,627,927,95,261,571,202,31,82,88,101,11,43,47,100,19,40,41,38,5,12,21,17,,,10,21,4,7,10,280,64,85,132,124,22,34,68,157,42,51,64,1218,283,406,529,578,106,191,281,639,177,215,248,124,14,40,70,89,,,55,37,7,13,16,"06"
"06021",170,15,51,104,92,7,24,61,78,8,27,43,126,8,32,86,68,4,15,49,57,4,17,37,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,32,6,14,12,17,,,8,15,3,8,4,,,,,,,,,,,,,"06"
"06023",755,79,220,456,398,28,114,255,357,52,105,201,651,60,184,407,348,22,96,230,303,38,89,177,9,,,4,6,,,3,,,,,31,5,11,15,13,,,6,18,3,7,8,11,,,5,3,,,,8,,,4,31,8,10,13,13,,,6,18,6,5,7,22,,,12,15,,,,,,,,"06"
"06025",667,107,210,351,363,44,110,209,305,63,100,142,138,9,39,90,85,4,24,57,53,6,14,33,12,,,7,9,,,4,4,,,,3,,,,,,,,,,,,8,,,5,4,,,,4,,,,501,93,164,243,261,38,80,142,240,56,83,101,5,,,,,,,,,,,,"06"
"06027",109,9,34,66,55,,,35,54,7,15,32,84,4,24,56,45,,,30,39,,,25,,,,,,,,,,,,,10,,,4,3,,,,6,,,,,,,,,,,,,,,,12,,,5,4,,,,7,,,,,,,,,,,,,,,,"06"
"06029",3322,535,1053,1734,1723,214,540,970,1599,321,513,765,1922,193,574,1155,1043,83,308,652,879,110,266,502,177,21,76,80,94,8,42,44,83,13,34,36,30,4,13,14,17,,,7,14,,,7,136,27,41,68,54,9,13,32,82,18,28,36,987,283,328,376,472,110,156,207,514,173,172,169,70,7,21,41,43,,,28,27,,,15,"06"
"06031",488,83,154,251,254,34,81,138,234,49,73,112,239,27,70,142,131,12,39,80,108,16,30,62,23,4,11,8,14,,,5,9,,,,5,,,,,,,,,,,,22,4,8,10,9,,,4,13,,,5,185,44,59,83,85,17,26,42,100,26,34,40,14,,,,,,,,,,,,"06"
"06033",440,38,132,270,238,14,69,155,202,24,63,115,375,24,108,243,208,9,59,140,167,15,49,102,8,,,5,5,,,4,,,,,12,,,3,5,,,,7,,,,4,,,,,,,,,,,,33,9,12,12,14,3,5,6,20,6,7,7,8,,,,,,,,,,,,"06"
"06035",122,15,36,71,64,7,17,39,58,8,18,32,103,10,29,64,52,4,13,35,51,6,16,29,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,8,3,2,3,5,,,,3,,,,,,,,,,,,,,,,"06"
"06037",40485,6023,12449,22013,19340,2178,5866,11296,21145,3844,6585,10717,17406,1785,4755,10866,8847,690,2398,5759,8559,1095,2357,5107,4014,452,1412,2150,1919,169,724,1027,2094,283,688,1123,89,14,32,43,41,5,16,20,48,9,16,23,5878,883,1830,3165,2467,238,697,1532,3411,646,1132,1634,12185,2753,4105,5326,5479,1024,1826,2629,6706,1730,2278,2697,913,136,315,463,587,52,205,329,327,81,114,133,"06"
"06039",645,86,185,374,332,32,95,205,313,54,90,168,389,24,103,262,199,9,53,137,190,15,50,124,21,,,13,9,,,7,12,,,6,14,,,8,7,,,4,7,,,3,12,,,6,6,,,3,6,,,,190,53,62,75,98,21,31,45,92,32,31,29,19,,,10,13,,,9,6,,,,"06"
"06041",1754,172,464,1118,881,61,226,594,873,111,238,524,1515,119,383,1013,771,43,188,540,745,76,195,473,33,,,16,21,,,11,12,,,5,8,,,,,,,,5,,,,70,13,21,36,25,,,16,45,10,15,20,109,33,34,42,49,13,16,20,60,20,18,22,19,,,,,,,,6,,,,"06"
"06043",122,7,33,83,67,,,47,55,4,16,35,108,6,27,75,58,,,42,50,3,14,33,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,"06"
"06045",550,53,146,351,284,22,72,190,266,31,74,161,459,35,116,308,243,18,59,166,216,18,57,142,,,,,,,,,,,,,22,,,11,8,,,5,14,,,6,9,,,5,,,,,6,,,3,45,12,15,18,20,3,7,10,25,8,9,8,,,,,,,,,,,,,"06"
"06047",960,145,297,519,489,56,147,286,471,89,150,232,483,39,137,306,253,15,71,167,230,24,66,140,41,4,13,24,21,,,13,20,3,6,11,6,,,,,,,,4,,,,45,10,15,20,19,,,10,26,7,9,10,358,89,118,151,176,35,55,85,182,53,64,66,27,,,,,,,,9,,,,"06"
"06049",44,5,11,28,24,,,17,20,,,11,36,4,9,24,20,,,14,16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06"
"06051",47,6,18,23,27,,,15,20,3,9,8,39,3,15,21,23,,,13,16,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"06"
